City,Gender,Senior_Citizen,Tenure_Months,Phone_Service,Internet_Service,Streaming TV,Streaming Movies,Contract,Payment Method,Monthly Charges,Total_Charges,Churn
Squaw Valley,Female,No,40,No,DSL,Yes,Yes,Month-to-month,Electronic check,50.85,2036.55,No
Fresno,Male,No,63,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,102.4,6444.05,No
Fresno,Male,No,14,Yes,DSL,No,No,Month-to-month,Credit card (automatic),55.5,767.55,No
Fresno,Male,Yes,72,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),109.75,7932.5,No
Fresno,Male,No,39,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,106.4,4040.65,No
Fresno,Female,No,47,No,DSL,Yes,Yes,Two year,Credit card (automatic),60,2768.65,No
Fresno,Male,No,19,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),88.8,1672.35,No
Fresno,Female,No,17,Yes,Fiber optic,No,No,Month-to-month,Bank transfer (automatic),80.05,1345.65,No
Fresno,Male,Yes,34,Yes,Fiber optic,No,No,Month-to-month,Electronic check,75.55,2425.4,No
Fresno,Female,No,42,Yes,DSL,No,No,Month-to-month,Electronic check,49.55,2077.95,No
Fresno,Female,No,71,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),23.9,1663.5,No
Fresno,Male,Yes,19,Yes,DSL,Yes,No,Month-to-month,Bank transfer (automatic),66.4,1286.05,No
Salinas,Male,No,57,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),18.8,1094.35,No
Salinas,Male,No,72,Yes,Fiber optic,Yes,Yes,Two year,Electronic check,108.4,7719.5,No
Salinas,Female,No,6,Yes,Fiber optic,No,Yes,Month-to-month,Mailed check,85.95,514.6,No
Big Sur,Male,No,61,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),80.9,4932.5,No
Carmel,Male,No,48,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),111.8,5443.65,No
Carmel Valley,Male,No,16,Yes,No,No internet service,No internet service,Month-to-month,Credit card (automatic),20.6,330.25,No
Gonzales,Female,No,3,Yes,DSL,No,No,Month-to-month,Electronic check,44.6,122.7,No
Jolon,Male,No,65,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),105.1,6631.85,No
King City,Female,No,70,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),115.15,8250,No
Lockwood,Male,No,60,Yes,DSL,Yes,No,One year,Mailed check,59.8,3561.15,No
Marina,Female,No,69,Yes,No,No internet service,No internet service,One year,Electronic check,26.3,1763.55,No
Monterey,Female,Yes,35,Yes,Fiber optic,No,No,Month-to-month,Electronic check,70.55,2419,No
Pacific Grove,Female,No,22,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.05,470.2,No
Pebble Beach,Male,No,66,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),79.85,5234.95,No
Soledad,Male,No,34,Yes,Fiber optic,No,Yes,Month-to-month,Credit card (automatic),90.05,3097,No
Spreckels,Female,No,72,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),24.45,1709.1,No
Belmont,Male,No,31,No,DSL,Yes,Yes,One year,Electronic check,59.95,1848.8,No
Brisbane,Male,No,30,Yes,No,No internet service,No internet service,One year,Bank transfer (automatic),25.35,723.3,No
Daly City,Male,Yes,19,No,DSL,No,No,Month-to-month,Credit card (automatic),34.3,577.15,No
Half Moon Bay,Female,No,65,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,105.05,6914.95,No
La Honda,Female,No,30,Yes,No,No internet service,No internet service,Two year,Mailed check,19.3,602.9,No
Loma Mar,Male,No,6,Yes,No,No internet service,No internet service,One year,Mailed check,19.15,124.4,No
Los Altos,Female,No,2,No,DSL,Yes,Yes,Month-to-month,Electronic check,51.4,96.8,No
Los Altos,Male,No,53,Yes,DSL,No,Yes,Month-to-month,Electronic check,71.85,3827.9,No
Menlo Park,Male,Yes,7,Yes,Fiber optic,No,No,Month-to-month,Electronic check,75.4,533.05,No
Atherton,Female,No,61,Yes,DSL,No,No,One year,Bank transfer (automatic),49.7,2961.4,No
Millbrae,Female,No,13,Yes,DSL,Yes,Yes,Month-to-month,Electronic check,78.75,995.35,No
Montara,Male,Yes,35,Yes,Fiber optic,No,No,One year,Bank transfer (automatic),81.6,2815.25,No
Moss Beach,Female,No,2,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),70.4,154.8,No
Mountain View,Female,No,3,Yes,Fiber optic,No,No,Month-to-month,Electronic check,76.1,257.6,No
Mountain View,Female,No,62,Yes,Fiber optic,Yes,Yes,One year,Bank transfer (automatic),94,5757.2,No
Pacifica,Male,No,72,Yes,Fiber optic,No,Yes,Two year,Credit card (automatic),103.95,7517.7,No
Pescadero,Male,No,63,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),19.95,1234.8,No
Redwood City,Female,Yes,35,Yes,Fiber optic,Yes,Yes,One year,Bank transfer (automatic),110.8,3836.3,No
Redwood City,Male,No,62,Yes,Fiber optic,No,Yes,One year,Electronic check,96.1,6001.45,No
San Bruno,Female,No,15,Yes,DSL,No,No,Month-to-month,Mailed check,48.8,720.1,No
San Carlos,Female,No,55,Yes,DSL,No,No,Month-to-month,Credit card (automatic),50.55,2832.75,No
San Gregorio,Female,No,11,Yes,DSL,No,No,Month-to-month,Mailed check,44.65,472.25,No
Sunnyvale,Female,No,61,Yes,No,No internet service,No internet service,One year,Bank transfer (automatic),19.45,1336.35,No
Sunnyvale,Female,No,71,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),89.3,6388.65,No
San Francisco,Male,No,35,Yes,No,No internet service,No internet service,Two year,Mailed check,19.25,677.9,No
San Francisco,Female,No,17,Yes,Fiber optic,No,No,Month-to-month,Bank transfer (automatic),70.5,1165.6,No
San Francisco,Female,No,47,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),19.65,921.55,No
San Francisco,Female,No,3,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.85,72,No
San Francisco,Male,No,3,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.65,68.35,No
San Francisco,Male,Yes,44,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),19.35,847.25,No
San Francisco,Female,No,1,Yes,DSL,No,No,Month-to-month,Mailed check,44,44,No
San Francisco,Female,No,44,Yes,Fiber optic,No,Yes,One year,Electronic check,94.4,4295.35,No
San Francisco,Female,No,18,Yes,Fiber optic,No,No,Month-to-month,Electronic check,75.4,1380.4,No
San Francisco,Female,No,65,Yes,DSL,No,Yes,Two year,Bank transfer (automatic),71,4386.2,No
San Francisco,Male,No,3,Yes,No,No internet service,No internet service,One year,Mailed check,21.2,52.05,No
San Francisco,Male,No,33,Yes,DSL,No,No,Two year,Mailed check,61.05,2018.4,No
San Francisco,Female,No,34,Yes,DSL,Yes,Yes,One year,Bank transfer (automatic),79.95,2727.3,No
San Francisco,Female,No,14,Yes,No,No internet service,No internet service,Two year,Mailed check,19.7,263.65,No
San Francisco,Female,No,13,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.3,275.4,No
San Francisco,Male,No,23,Yes,No,No internet service,No internet service,One year,Mailed check,24.35,538.5,No
San Francisco,Female,No,47,Yes,No,No internet service,No internet service,Two year,Mailed check,19.75,948.9,No
Palo Alto,Male,No,17,Yes,DSL,No,No,Month-to-month,Mailed check,50.3,846.8,No
Palo Alto,Male,Yes,59,No,DSL,Yes,Yes,Month-to-month,Electronic check,50.25,2997.45,No
Stanford,Female,No,69,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),85.35,5897.4,No
San Mateo,Male,No,10,Yes,DSL,No,No,Month-to-month,Mailed check,51.65,524.5,No
San Mateo,Male,No,12,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),24,269.65,No
San Mateo,Female,No,39,Yes,DSL,Yes,No,Month-to-month,Mailed check,59.85,2341.5,No
Alameda,Male,Yes,71,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),25.45,1789.65,No
Alameda,Male,No,71,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),23.9,1626.4,No
Danville,Female,No,33,Yes,No,No internet service,No internet service,One year,Credit card (automatic),24.15,800.3,No
Alamo,Male,Yes,67,Yes,Fiber optic,No,No,Month-to-month,Mailed check,75.7,5060.85,No
Benicia,Female,No,9,Yes,DSL,No,No,Month-to-month,Mailed check,50.85,466.6,No
Bethel Island,Male,No,52,Yes,Fiber optic,No,No,Two year,Credit card (automatic),91.6,4627.8,No
Birds Landing,Female,No,70,Yes,Fiber optic,Yes,Yes,One year,Electronic check,98.9,6838.6,No
Brentwood,Male,No,1,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,85,85,No
Calistoga,Male,No,1,Yes,DSL,No,No,Month-to-month,Mailed check,44.3,44.3,No
Concord,Female,No,52,Yes,Fiber optic,No,No,One year,Mailed check,80.2,4297.6,No
Concord,Male,No,6,Yes,DSL,Yes,No,Month-to-month,Mailed check,60.9,414.1,No
Concord,Male,No,7,No,DSL,No,No,Month-to-month,Mailed check,34.2,256.6,No
Pleasant Hill,Female,No,26,Yes,Fiber optic,No,No,One year,Credit card (automatic),87.15,2274.1,No
Crockett,Male,No,25,Yes,DSL,No,No,Month-to-month,Electronic check,54.3,1296.8,No
Danville,Male,No,69,Yes,No,No internet service,No internet service,Two year,Mailed check,19.1,1268.85,No
El Cerrito,Female,No,72,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),112.75,8192.6,No
Fairfield,Male,No,4,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.95,59.25,No
Travis Afb,Male,No,59,Yes,No,No internet service,No internet service,Two year,Mailed check,19.5,1147.85,No
Fremont,Male,No,67,Yes,DSL,No,Yes,Two year,Bank transfer (automatic),65.55,4361.55,No
Fremont,Female,Yes,26,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,78.8,2006.1,No
Fremont,Female,No,27,Yes,DSL,Yes,Yes,One year,Mailed check,78.2,2078.95,No
Hayward,Male,No,72,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),105.25,7609.75,No
Hayward,Female,No,6,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,89.25,487.05,No
Hayward,Male,No,62,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),20.65,1218.45,No
Hayward,Male,No,20,Yes,DSL,Yes,No,One year,Electronic check,68.7,1416.2,No
Castro Valley,Male,No,6,Yes,DSL,Yes,Yes,Month-to-month,Credit card (automatic),78.65,483.3,No
Hercules,Male,No,51,Yes,No,No internet service,No internet service,Two year,Mailed check,24.75,1234.6,No
Lafayette,Female,No,61,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),19.75,1311.6,No
Livermore,Male,Yes,62,Yes,Fiber optic,No,No,Month-to-month,Electronic check,89.1,5618.3,No
Castro Valley,Female,No,72,Yes,Fiber optic,No,No,Two year,Bank transfer (automatic),84.7,6185.15,No
Napa,Male,Yes,13,Yes,DSL,Yes,No,Month-to-month,Electronic check,59.9,788.35,No
Newark,Female,No,38,Yes,No,No internet service,No internet service,Two year,Mailed check,19.95,756.4,No
Orinda,Male,Yes,34,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,108.9,3625.2,No
Pinole,Male,No,18,No,DSL,No,No,Month-to-month,Mailed check,33.6,550.35,No
Pittsburg,Male,No,56,Yes,Fiber optic,No,No,One year,Mailed check,85.85,4793.8,No
Pleasanton,Female,No,36,No,DSL,No,No,Month-to-month,Bank transfer (automatic),34.85,1267.2,No
Rio Vista,Female,Yes,57,Yes,Fiber optic,Yes,No,Month-to-month,Credit card (automatic),95.3,5567.45,No
Deer Park,Male,No,70,Yes,Fiber optic,No,No,Two year,Bank transfer (automatic),84.6,5706.2,No
San Leandro,Female,No,68,No,DSL,No,Yes,Month-to-month,Electronic check,44.95,3085.35,No
San Leandro,Male,No,1,No,DSL,No,No,Month-to-month,Electronic check,24.7,24.7,No
San Leandro,Female,No,37,Yes,Fiber optic,Yes,Yes,Month-to-month,Credit card (automatic),100.3,3541.4,No
San Lorenzo,Female,No,4,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,25.45,84.2,No
San Ramon,Male,No,1,Yes,DSL,No,No,Month-to-month,Mailed check,50.7,50.7,No
Suisun City,Male,No,20,No,DSL,Yes,No,Month-to-month,Credit card (automatic),55,1165.55,No
Sunol,Male,No,72,Yes,DSL,Yes,No,Two year,Bank transfer (automatic),68.4,4855.35,No
Vallejo,Male,No,11,Yes,DSL,Yes,No,Month-to-month,Bank transfer (automatic),55.05,608.15,No
Vallejo,Female,No,33,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),19.8,641.35,No
Vallejo,Female,Yes,62,Yes,Fiber optic,Yes,No,One year,Electronic check,84.45,4959.15,No
Vallejo,Female,No,1,No,DSL,No,No,Month-to-month,Mailed check,35.9,35.9,No
Walnut Creek,Male,No,16,Yes,Fiber optic,No,No,Month-to-month,Bank transfer (automatic),80.75,1321.3,No
Walnut Creek,Male,No,22,Yes,DSL,Yes,Yes,One year,Mailed check,78.65,1663.75,No
Walnut Creek,Female,No,49,Yes,DSL,No,No,Month-to-month,Bank transfer (automatic),61.75,3024.15,No
Yountville,Male,No,36,Yes,DSL,No,Yes,One year,Credit card (automatic),63.7,2188.5,No
Oakland,Female,No,31,Yes,Fiber optic,No,No,Month-to-month,Electronic check,87.6,2724.25,No
Oakland,Male,No,5,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,89.15,413.25,No
Oakland,Male,No,66,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),20,1374.2,No
Oakland,Male,No,64,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),104.4,6692.65,No
Oakland,Male,No,10,Yes,No,No internet service,No internet service,Month-to-month,Credit card (automatic),20.05,218.5,No
Oakland,Male,No,29,No,DSL,No,No,Month-to-month,Electronic check,34.3,1004.75,No
Oakland,Male,No,57,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),20.65,1125.6,No
Oakland,Female,No,46,Yes,Fiber optic,No,No,Month-to-month,Mailed check,84.25,3847.6,No
Oakland,Male,No,53,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),19.65,978,No
Berkeley,Female,No,17,Yes,DSL,Yes,Yes,One year,Credit card (automatic),79.85,1387.35,No
Berkeley,Female,No,38,Yes,No,No internet service,No internet service,Two year,Mailed check,20.2,746.05,No
Berkeley,Male,No,15,Yes,No,No internet service,No internet service,One year,Mailed check,19.8,304.6,No
Berkeley,Female,No,22,No,DSL,Yes,Yes,Month-to-month,Electronic check,50.35,1098.85,No
Berkeley,Female,No,57,Yes,DSL,Yes,No,One year,Bank transfer (automatic),74.6,4368.95,No
Berkeley,Male,Yes,11,Yes,Fiber optic,No,Yes,Month-to-month,Credit card (automatic),79.15,827.7,No
Berkeley,Female,No,1,Yes,No,No internet service,No internet service,Two year,Mailed check,20.35,20.35,No
Berkeley,Male,No,12,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),21.05,262.05,No
El Sobrante,Male,No,36,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,94.7,3512.5,No
San Pablo,Male,No,2,Yes,Fiber optic,No,No,Month-to-month,Electronic check,74.95,151.75,No
San Rafael,Male,No,72,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),111.95,8033.1,No
Greenbrae,Male,No,62,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),19.85,1253.65,No
Belvedere Tiburon,Female,No,6,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,89.75,552.65,No
Bodega,Male,No,48,Yes,No,No internet service,No internet service,Two year,Mailed check,20.05,1036,No
Bodega Bay,Male,No,35,Yes,Fiber optic,Yes,Yes,Two year,Electronic check,108.95,4025.5,No
Bolinas,Male,No,52,Yes,No,No internet service,No internet service,One year,Credit card (automatic),19.65,928.4,No
Corte Madera,Female,No,1,No,DSL,No,No,Month-to-month,Mailed check,24.9,24.9,No
Dillon Beach,Female,No,71,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),93.2,6506.15,No
Fairfax,Female,No,67,Yes,Fiber optic,No,No,One year,Bank transfer (automatic),84.8,5598.3,No
Cotati,Male,Yes,60,Yes,DSL,No,Yes,One year,Electronic check,71.75,4374.55,No
Forest Knolls,Male,No,23,No,DSL,No,No,Month-to-month,Bank transfer (automatic),30.35,678.75,No
Inverness,Male,No,39,No,DSL,Yes,Yes,One year,Bank transfer (automatic),54.85,2191.7,No
Lagunitas,Male,No,15,Yes,No,No internet service,No internet service,One year,Mailed check,19.5,239.75,No
Marshall,Male,No,24,Yes,No,No internet service,No internet service,Two year,Mailed check,24.2,609.05,No
Mill Valley,Female,No,37,Yes,No,No internet service,No internet service,Month-to-month,Electronic check,19.35,683.75,No
Nicasio,Female,Yes,50,Yes,Fiber optic,Yes,Yes,One year,Electronic check,100.65,5189.75,No
Novato,Female,No,54,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),94.1,5060.9,No
Novato,Female,No,3,Yes,Fiber optic,No,No,Month-to-month,Electronic check,74.55,233.65,No
Penngrove,Male,No,5,Yes,DSL,No,No,Month-to-month,Electronic check,56.15,291.45,No
Petaluma,Male,No,33,Yes,No,No internet service,No internet service,Two year,Mailed check,20.35,689.75,No
Petaluma,Female,No,41,Yes,DSL,Yes,Yes,One year,Electronic check,80.55,3263.9,No
Point Reyes Station,Female,No,34,No,DSL,Yes,Yes,One year,Mailed check,61.25,1993.2,No
San Anselmo,Female,No,13,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.45,254.5,No
San Geronimo,Female,No,20,Yes,No,No internet service,No internet service,Month-to-month,Credit card (automatic),18.9,347.65,No
San Quentin,Female,Yes,51,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),19.6,967.9,No
Stinson Beach,Female,No,41,Yes,DSL,No,No,Month-to-month,Bank transfer (automatic),45.2,1841.9,No
Tomales,Female,No,13,Yes,No,No internet service,No internet service,Month-to-month,Credit card (automatic),19.45,232.1,No
Valley Ford,Male,No,35,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),25.45,809.25,No
Alviso,Male,No,4,Yes,Fiber optic,No,Yes,Month-to-month,Mailed check,94.9,360.55,No
Aromas,Female,Yes,12,No,DSL,No,No,Month-to-month,Mailed check,29.3,355.9,No
Brookdale,Female,No,7,Yes,No,No internet service,No internet service,One year,Mailed check,20.25,129.15,No
Capitola,Female,No,53,Yes,Fiber optic,Yes,Yes,One year,Electronic check,110.5,5835.5,No
Castroville,Male,Yes,63,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),109.4,7031.45,No
Freedom,Female,No,5,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.95,109.6,No
Gilroy,Female,Yes,37,Yes,No,No internet service,No internet service,One year,Mailed check,19.6,727.8,No
Los Gatos,Female,No,12,Yes,Fiber optic,No,No,Month-to-month,Electronic check,76.6,893,No
Los Gatos,Female,No,38,Yes,No,No internet service,No internet service,One year,Credit card (automatic),19.6,763.1,No
Los Gatos,Female,No,9,Yes,Fiber optic,No,Yes,Month-to-month,Credit card (automatic),85.3,781.4,No
Milpitas,Male,No,13,Yes,DSL,No,Yes,Month-to-month,Electronic check,65.85,902.25,No
Moss Landing,Female,No,47,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),20.05,1016.7,No
Mount Hermon,Male,No,61,Yes,Fiber optic,Yes,No,Month-to-month,Bank transfer (automatic),99.4,5943.65,No
Paicines,Male,No,16,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20,275.7,No
San Juan Bautista,Female,No,41,Yes,DSL,Yes,Yes,Two year,Electronic check,78.45,3126.45,No
San Martin,Female,No,43,Yes,No,No internet service,No internet service,Two year,Electronic check,25.1,1070.15,No
Santa Clara,Female,No,6,Yes,DSL,No,Yes,Month-to-month,Electronic check,55,340.4,No
Santa Clara,Female,No,58,Yes,DSL,No,No,One year,Credit card (automatic),71.1,4299.2,No
Santa Cruz,Male,No,19,Yes,DSL,Yes,No,Month-to-month,Credit card (automatic),61.55,1093.2,No
Santa Cruz,Male,No,11,Yes,DSL,No,No,Month-to-month,Bank transfer (automatic),45.9,521.9,No
Santa Cruz,Female,No,39,No,DSL,No,No,One year,Bank transfer (automatic),40.3,1630.4,No
Santa Cruz,Female,Yes,8,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,87.1,713.6,No
Scotts Valley,Female,No,26,Yes,DSL,No,No,Month-to-month,Mailed check,49.5,1265.65,No
Saratoga,Female,Yes,53,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),73.8,4003.85,No
Soquel,Female,No,70,Yes,No,No internet service,No internet service,Two year,Mailed check,19.2,1401.4,No
San Jose,Male,No,59,Yes,No,No internet service,No internet service,Two year,Mailed check,25,1510.5,No
San Jose,Male,No,7,No,DSL,No,No,One year,Mailed check,35.3,264.8,No
San Jose,Male,No,59,Yes,DSL,Yes,Yes,One year,Credit card (automatic),76.75,4541.9,No
San Jose,Male,No,61,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),81,4976.15,No
San Jose,Male,No,72,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),105.55,7542.25,No
San Jose,Female,No,13,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,18.8,251.25,No
San Jose,Female,No,64,Yes,No,No internet service,No internet service,One year,Mailed check,24.9,1595.5,No
San Jose,Female,No,10,Yes,DSL,No,Yes,One year,Mailed check,64.9,685.55,No
San Jose,Female,No,65,Yes,DSL,No,No,One year,Bank transfer (automatic),61.35,3874.1,No
San Jose,Female,No,62,Yes,Fiber optic,Yes,Yes,Two year,Mailed check,113.95,6891.4,No
San Jose,Female,No,55,Yes,DSL,Yes,Yes,One year,Electronic check,90.15,4916.95,No
San Jose,Female,No,25,Yes,DSL,No,No,Month-to-month,Electronic check,54.1,1373,No
San Jose,Male,No,1,Yes,DSL,No,No,Month-to-month,Credit card (automatic),49.8,49.8,No
San Jose,Male,Yes,64,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),24.4,1548.65,No
San Jose,Male,No,36,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),95,3440.25,No
San Jose,Male,No,61,Yes,DSL,No,Yes,Two year,Mailed check,69.9,4226.7,No
San Jose,Male,No,26,No,DSL,Yes,No,One year,Bank transfer (automatic),39.95,1023.75,No
San Jose,Male,No,68,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),103.25,7074.4,No
Mount Hamilton,Female,No,72,Yes,Fiber optic,No,No,Two year,Bank transfer (automatic),94.25,6849.75,No
San Jose,Female,No,71,No,DSL,No,Yes,Two year,Electronic check,47.05,3263.6,No
Stockton,Male,No,57,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),20.55,1252.85,No
Stockton,Male,No,4,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.65,67.55,No
Stockton,Female,Yes,1,Yes,Fiber optic,No,No,Month-to-month,Electronic check,70.2,70.2,No
Stockton,Male,No,72,Yes,DSL,No,Yes,Two year,Credit card (automatic),81,5750,No
Stockton,Male,No,21,Yes,DSL,Yes,Yes,One year,Bank transfer (automatic),75.9,1549.75,No
Stockton,Female,No,71,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),24.7,1810.55,No
Stockton,Female,Yes,69,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),110.25,7467.55,No
Stockton,Female,No,64,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),85,5484.4,No
Stockton,Male,No,16,Yes,No,No internet service,No internet service,Month-to-month,Credit card (automatic),19.75,294.9,No
Stockton,Female,No,4,Yes,No,No internet service,No internet service,One year,Electronic check,23.9,97.5,No
Arnold,Male,No,1,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.95,19.95,No
Avery,Male,No,18,No,DSL,No,No,Month-to-month,Mailed check,25.15,476.8,No
Burson,Female,No,2,Yes,DSL,No,No,Month-to-month,Mailed check,54.15,101.65,No
Campo Seco,Female,No,19,Yes,DSL,No,Yes,Month-to-month,Mailed check,59.8,1130.85,No
Clements,Female,No,40,Yes,Fiber optic,No,Yes,Month-to-month,Bank transfer (automatic),83.85,3532.25,No
Copperopolis,Female,Yes,66,Yes,Fiber optic,Yes,Yes,One year,Electronic check,104.9,6891.45,No
Farmington,Male,No,21,Yes,Fiber optic,No,No,Month-to-month,Mailed check,75.3,1570.7,No
French Camp,Male,No,8,Yes,DSL,Yes,No,Month-to-month,Electronic check,66.65,520.95,No
Glencoe,Female,No,72,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),109.5,7854.9,No
Hathaway Pines,Female,No,48,Yes,DSL,Yes,No,One year,Bank transfer (automatic),73.85,3581.4,No
Linden,Male,No,69,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),19.3,1447.9,No
Lockeford,Male,No,72,Yes,Fiber optic,Yes,Yes,Two year,Electronic check,118.2,8547.15,No
Lodi,Female,No,14,Yes,DSL,No,No,One year,Credit card (automatic),51.45,727.85,No
Lodi,Male,No,6,Yes,DSL,Yes,No,Month-to-month,Electronic check,59.45,357.6,No
Mokelumne Hill,Female,No,8,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),19.5,159.35,No
Mountain Ranch,Female,No,17,Yes,No,No internet service,No internet service,One year,Mailed check,19.55,280.85,No
Murphys,Male,No,65,Yes,Fiber optic,No,Yes,One year,Electronic check,93.55,6069.25,No
San Andreas,Female,No,57,Yes,DSL,No,No,One year,Mailed check,59.3,3274.35,No
Valley Springs,Female,No,56,Yes,Fiber optic,Yes,Yes,One year,Bank transfer (automatic),109.8,6109.65,No
Wallace,Female,No,14,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,78.1,1122.4,No
West Point,Male,No,52,No,DSL,No,Yes,Month-to-month,Electronic check,39.9,2020.9,No
Wilseyville,Female,No,58,Yes,DSL,No,No,Two year,Credit card (automatic),64.9,3795.45,No
Atwater,Female,No,67,No,DSL,Yes,Yes,Month-to-month,Credit card (automatic),53.4,3579.15,No
Ballico,Male,No,2,No,DSL,No,No,Month-to-month,Credit card (automatic),24.9,49.7,No
Big Oak Flat,Male,Yes,6,Yes,DSL,No,No,Month-to-month,Credit card (automatic),44.7,276.5,No
Catheys Valley,Male,No,71,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),114,8175.9,No
Ceres,Female,No,46,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),20.25,890.35,No
Coulterville,Male,Yes,67,Yes,Fiber optic,No,No,Month-to-month,Bank transfer (automatic),83.85,5588.8,No
Cressey,Male,No,3,Yes,No,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.2,50.6,No
Crows Landing,Female,No,3,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.95,58,No
El Nido,Male,No,50,Yes,No,No internet service,No internet service,One year,Mailed check,20.35,938.95,No
El Portal,Male,Yes,23,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,90,2024.1,No
Escalon,Female,No,67,No,DSL,Yes,No,Two year,Credit card (automatic),54.2,3623.95,No
Gustine,Female,Yes,39,Yes,Fiber optic,Yes,Yes,One year,Mailed check,99.1,3877.95,No
Hickman,Female,No,69,Yes,DSL,No,No,Two year,Mailed check,66.9,4577.9,No
Hilmar,Female,No,1,No,DSL,No,No,One year,Mailed check,25.85,25.85,No
Hornitos,Male,No,32,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,91.05,2871.5,No
Keyes,Male,No,60,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),20.95,1270.55,No
